customer_id,customer_name,country,customer_type,kyc_risk
CUST11053,Nikolai Davis,Russia,Individual,Low
CUST11054,Ahmed Miller,Mexico,Individual,Moderate
CUST11055,Ali Hosseini,Russia,Business,Low
CUST11056,Reza Miller,Nigeria,Individual,High
CUST11057,Ivan Mansour,Syria,Business,Moderate
CUST11058,Ali Miller,United States,Individual,Low
CUST11059,Farid Rahimi,Turkey,Individual,Low
CUST11060,Sarah Zhang,Mexico,Business,High
CUST11061,Sarah Miller,Iran,Individual,Low
CUST11062,Omar Khalil,Russia,Individual,Low
CUST11063,Viktor Smith,Mexico,Individual,Low
CUST11064,Hassan Zhang,United Arab Emirates,Business,High
CUST11065,Omar Davis,United Arab Emirates,Individual,Low
CUST11066,Ali Nouri,Canada,Individual,High
CUST11067,Sergei Mansour,Turkey,Individual,Moderate
CUST11068,Mohammed Petrov,Turkey,Individual,Low
CUST11069,Nikolai Zhang,United Arab Emirates,Individual,Low
CUST11070,Karim Petrov,Russia,Individual,High
CUST11071,Farid Petrov,Iran,Individual,Low
CUST11072,Ahmed Al Rashid,Nigeria,Individual,Low
CUST11073,Yousef Petrov,Iran,Individual,High
CUST11074,Ahmed Johnson,India,Individual,Low
CUST11075,Ivan Khalil,Belarus,Individual,Moderate
CUST11076,Karim Brown,Iran,Business,Low
CUST11077,Mohammed Rahimi,United Kingdom,Individual,High
CUST11078,Wei Sokolov,United Kingdom,Individual,Moderate
CUST11079,Hassan Johnson,Iran,Business,Low
CUST11080,Omar Hosseini,Iran,Individual,High
CUST11081,David Petrov,Russia,Individual,Moderate
CUST11082,Omar Johnson,Russia,Individual,Moderate
CUST11083,Reza Hosseini,Belarus,Individual,Low
CUST11084,Nikolai Nouri,Russia,Individual,High
CUST11085,Karim Johnson,Iran,Individual,Moderate
CUST11086,Mohammed Wang,Syria,Individual,Low
CUST11087,Michael Wang,Turkey,Individual,Low
CUST11088,Karim Wang,United Kingdom,Business,Low
CUST11089,Nikolai Sokolov,United States,Business,Moderate
CUST11090,Ivan Brown,Russia,Individual,Low
CUST11091,Wei Miller,Russia,Individual,Low
CUST11092,Omar Khalil,United Kingdom,Individual,Moderate
CUST11093,Wei Sokolov,Belarus,Individual,Low
CUST11094,Sergei Davis,Nigeria,Individual,Low
CUST11095,Viktor Mansour,Iran,Individual,Low
CUST11096,Viktor Davis,Canada,Individual,Moderate
CUST11097,Reza Johnson,Mexico,Individual,Moderate
CUST11098,Michael Al Rashid,Syria,Individual,Low
CUST11099,David Volkov,Russia,Business,Moderate
CUST11100,Omar Smith,Russia,Business,Low
CUST11101,Ahmed Zhang,Nigeria,Business,Low
CUST11102,Omar Johnson,Turkey,Business,Moderate
CUST11103,Sergei Johnson,Belarus,Individual,Low
CUST11104,Ali Petrov,United States,Individual,Moderate
CUST11105,Hassan Zhang,Mexico,Individual,High
CUST11106,Viktor Sokolov,Nigeria,Individual,Low
CUST11107,Ali Karimi,Russia,Business,Low
CUST11108,Viktor Sokolov,Canada,Individual,Low
CUST11109,Michael Al Rashid,United States,Business,Moderate
CUST11110,Omar Haddad,Belarus,Individual,Low
CUST11111,James Mansour,Canada,Individual,Moderate
CUST11112,Karim Sokolov,United Kingdom,Individual,Low
CUST11113,Michael Miller,Turkey,Business,Moderate
CUST11114,Karim Brown,Iran,Individual,Moderate
CUST11115,Ivan Johnson,India,Business,High
CUST11116,Viktor Al Rashid,Nigeria,Individual,Low
CUST11117,Jin Karimi,Mexico,Individual,Low
CUST11118,Hassan Miller,India,Business,Moderate
CUST11119,Yousef Haddad,Syria,Individual,Low
CUST11120,Sarah Al Rashid,Nigeria,Individual,Moderate
CUST11121,Jin Ivanov,India,Business,High
CUST11122,Hassan Smith,United Arab Emirates,Individual,Low
CUST11123,David Al Rashid,Belarus,Individual,Moderate
CUST11124,Nikolai Miller,Iran,Individual,Low
CUST11125,Yousef Davis,Iran,Individual,Moderate
CUST11126,Karim Wang,Nigeria,Individual,Moderate
CUST11127,Karim Johnson,Syria,Individual,Low
CUST11128,Ahmed Davis,Canada,Individual,Moderate
CUST11129,Sergei Wang,Iran,Individual,High
CUST11130,Karim Petrov,United States,Individual,High
CUST11131,Ali Sokolov,United Kingdom,Business,Moderate
CUST11132,Karim Zhang,Syria,Individual,Low
CUST11133,Reza Sokolov,Nigeria,Individual,Moderate
CUST11134,Nikolai Davis,United States,Individual,Moderate
CUST11135,James Sokolov,Canada,Individual,High
CUST11136,John Volkov,Mexico,Individual,Low
CUST11137,Sarah Haddad,United States,Individual,Low
CUST11138,Sarah Smith,Mexico,Individual,Moderate
CUST11139,James Rahimi,Iran,Individual,Low
CUST11140,Jin Volkov,India,Individual,Low
CUST11141,Michael Mansour,Nigeria,Individual,Low
CUST11142,Mohammed Volkov,United Arab Emirates,Individual,Moderate
CUST11143,Yousef Al Rashid,Canada,Individual,Low
CUST11144,Robert Miller,United Arab Emirates,Individual,Moderate
CUST11145,John Khalil,Mexico,Business,Moderate
CUST11146,Hassan Brown,United States,Individual,Low
CUST11147,Karim Ivanov,Iran,Individual,Moderate
CUST11148,Ivan Wang,Belarus,Individual,Low
CUST11149,Ivan Hosseini,Syria,Individual,Low
CUST11150,David Nouri,United Arab Emirates,Individual,Low
CUST11151,Mohammed Miller,Nigeria,Individual,Moderate
CUST11152,Sarah Hosseini,Syria,Individual,Moderate
CUST11153,James Volkov,Iran,Business,High
CUST11154,Ali Zhang,Belarus,Business,Low
CUST11155,Ali Rahimi,Iran,Individual,Low
CUST11156,Jin Davis,Belarus,Individual,Low
CUST11157,Omar Karimi,Canada,Individual,Low
CUST11158,Mohammed Mansour,Russia,Business,Low
CUST11159,Wei Davis,Syria,Individual,Low
CUST11160,Farid Karimi,Syria,Business,Low
CUST11161,Sergei Karimi,Syria,Individual,Low
CUST11162,Sergei Hosseini,United Arab Emirates,Individual,Low
CUST11163,Farid Khalil,Belarus,Business,Low
CUST11164,Yousef Smith,Canada,Individual,Low
CUST11165,Sarah Ivanov,Iran,Individual,Moderate
CUST11166,Yousef Petrov,United States,Individual,Moderate
CUST11167,Viktor Brown,Turkey,Individual,Moderate
CUST11168,Hassan Ivanov,Belarus,Business,Low
CUST11169,Omar Nouri,Iran,Individual,Low
CUST11170,John Johnson,Iran,Individual,Low
CUST11171,Sergei Brown,Russia,Individual,Low
CUST11172,Ali Wang,United Kingdom,Individual,Low
CUST11173,Wei Davis,Belarus,Business,Low
CUST11174,Farid Al Rashid,Turkey,Business,Low
CUST11175,Karim Johnson,Russia,Individual,Low
CUST11176,Wei Wang,India,Individual,Low
CUST11177,Jin Ivanov,Syria,Business,High
CUST11178,Sergei Petrov,Canada,Individual,Moderate
CUST11179,Ali Nouri,Belarus,Business,Low
CUST11180,Karim Smith,Belarus,Business,Low
CUST11181,David Zhang,Belarus,Individual,Low
CUST11182,James Karimi,Mexico,Business,Low
CUST11183,Farid Johnson,India,Individual,Low
CUST11184,John Brown,Iran,Individual,High
CUST11185,Omar Wang,Nigeria,Individual,Low
CUST11186,David Nouri,Canada,Individual,Low
CUST11187,James Khalil,United Kingdom,Individual,Low
CUST11188,Omar Miller,United States,Business,Low
CUST11189,John Sokolov,Iran,Individual,Low
CUST11190,Viktor Hosseini,United States,Individual,Low
CUST11191,Michael Zhang,United Kingdom,Individual,Low
CUST11192,Reza Brown,Nigeria,Individual,Low
CUST11193,David Wang,Nigeria,Individual,Low
CUST11194,Michael Smith,Canada,Individual,Low
CUST11195,Farid Davis,Iran,Individual,Low
CUST11196,James Davis,Turkey,Individual,Moderate
CUST11197,Samir Volkov,India,Individual,Low
CUST11198,Omar Karimi,United Kingdom,Business,Moderate
CUST11199,Hassan Mansour,United Kingdom,Individual,Low
CUST11200,Hassan Davis,Mexico,Individual,Low
CUST11201,Ivan Nouri,Turkey,Business,Low
CUST11202,Mohammed Petrov,Canada,Individual,High
CUST11203,Yousef Al Rashid,Belarus,Individual,Low
CUST11204,James Mansour,India,Individual,Low
CUST11205,Nikolai Brown,Turkey,Business,Low
CUST11206,Robert Ivanov,Canada,Individual,Low
CUST11207,Sarah Hosseini,United Arab Emirates,Individual,Low
CUST11208,Farid Zhang,United States,Individual,Low
CUST11209,Ahmed Haddad,United States,Individual,Moderate
CUST11210,Samir Khalil,United Kingdom,Individual,Low
CUST11211,Sergei Sokolov,Belarus,Individual,Low
CUST11212,James Al Rashid,Turkey,Individual,Low
CUST11213,Karim Petrov,Mexico,Individual,Low
CUST11214,Mohammed Nouri,United Arab Emirates,Individual,Low
CUST11215,Michael Wang,Syria,Business,Low
CUST11216,Jin Rahimi,Nigeria,Individual,Low
CUST11217,Viktor Hosseini,Belarus,Business,Moderate
CUST11218,Sarah Johnson,Russia,Business,High
CUST11219,Mohammed Ivanov,Turkey,Business,Moderate
CUST11220,Samir Nouri,Nigeria,Individual,Moderate
CUST11221,John Hosseini,Syria,Individual,High
CUST11222,Michael Petrov,Nigeria,Individual,Low
CUST11223,Robert Al Rashid,Canada,Business,Moderate
CUST11224,Sergei Haddad,Iran,Individual,Moderate
CUST11225,Farid Rahimi,Nigeria,Individual,Low
CUST11226,Omar Davis,Iran,Individual,Low
CUST11227,Karim Brown,Canada,Individual,Moderate
CUST11228,Ali Hosseini,Nigeria,Individual,Moderate
CUST11229,Ahmed Johnson,United Arab Emirates,Individual,Low
CUST11230,John Wang,Syria,Individual,Moderate
CUST11231,Nikolai Sokolov,Canada,Individual,Low
CUST11232,Ivan Al Rashid,India,Individual,Moderate
CUST11233,James Petrov,Iran,Business,Low
CUST11234,Wei Brown,Russia,Individual,Low
CUST11235,Ivan Johnson,United States,Individual,Moderate
CUST11236,Yousef Volkov,Nigeria,Individual,Low
CUST11237,Sergei Wang,United Arab Emirates,Individual,Moderate
CUST11238,Viktor Hosseini,United States,Business,Low
CUST11239,Sergei Miller,Nigeria,Business,High
CUST11240,David Nouri,Syria,Business,Low
CUST11241,Mohammed Volkov,Mexico,Individual,Low
CUST11242,Sergei Brown,United Kingdom,Individual,Low
CUST11243,Ahmed Miller,United States,Individual,Low
CUST11244,James Mansour,United States,Individual,Low
CUST11245,Mohammed Volkov,Russia,Individual,Low
CUST11246,Robert Sokolov,Iran,Business,Low
CUST11247,Sarah Petrov,Belarus,Individual,High
CUST11248,Nikolai Al Rashid,Iran,Individual,Low
CUST11249,Sarah Hosseini,Turkey,Individual,Low
CUST11250,Sarah Wang,United States,Individual,Low
CUST11251,Ivan Haddad,Turkey,Individual,High
CUST11252,Karim Ivanov,Nigeria,Business,Low
CUST11253,Sarah Miller,Mexico,Individual,Moderate
CUST11254,Sarah Karimi,Russia,Individual,Low
CUST11255,Robert Miller,United States,Business,Low
CUST11256,Hassan Hosseini,United Arab Emirates,Individual,Low
CUST11257,Sergei Volkov,Mexico,Individual,Moderate
CUST11258,Michael Zhang,Canada,Individual,High
CUST11259,Omar Davis,Mexico,Individual,Low
CUST11260,Sarah Wang,Belarus,Individual,Low
CUST11261,Robert Zhang,Mexico,Individual,Moderate
CUST11262,Farid Haddad,United Kingdom,Individual,Low
CUST11263,Jin Brown,Belarus,Individual,Low
CUST11264,Ivan Sokolov,India,Business,Moderate
CUST11265,Omar Petrov,United Arab Emirates,Individual,Low
CUST11266,Mohammed Petrov,Russia,Individual,Low
CUST11267,Michael Volkov,Russia,Individual,Low
CUST11268,Ahmed Smith,Nigeria,Individual,Low
CUST11269,Sarah Hosseini,Mexico,Business,Low
CUST11270,Ahmed Brown,Mexico,Individual,Low
CUST11271,Farid Petrov,Russia,Business,High
CUST11272,Reza Davis,Syria,Individual,High
CUST11273,Nikolai Brown,United Arab Emirates,Individual,High
CUST11274,Yousef Smith,United States,Individual,Low
CUST11275,Ahmed Khalil,Syria,Individual,Low
CUST11276,Ahmed Khalil,Belarus,Individual,Low
CUST11277,Reza Johnson,Nigeria,Individual,Low
CUST11278,Sarah Miller,Syria,Business,Low
CUST11279,Farid Johnson,Iran,Individual,Low
CUST11280,Jin Khalil,Nigeria,Individual,Low
CUST11281,Sergei Mansour,Mexico,Business,Low
CUST11282,Ahmed Ivanov,Turkey,Business,Low
CUST11283,Robert Petrov,Iran,Individual,Low
CUST11284,Robert Rahimi,Iran,Business,Low
CUST11285,Yousef Nouri,Iran,Individual,High
CUST11286,Ivan Petrov,Belarus,Individual,Low
CUST11287,Sergei Wang,Canada,Individual,Low
CUST11288,Mohammed Rahimi,Iran,Individual,Low
CUST11289,Omar Volkov,Belarus,Individual,Low
CUST11290,John Al Rashid,United States,Individual,Low
CUST11291,Sergei Miller,Nigeria,Individual,High
CUST11292,Sarah Al Rashid,Syria,Business,Low
CUST11293,Karim Haddad,United Kingdom,Business,High
CUST11294,Michael Ivanov,Turkey,Individual,Low
CUST11295,Reza Sokolov,Canada,Individual,Low
CUST11296,Mohammed Johnson,Mexico,Business,Moderate
CUST11297,Karim Karimi,Russia,Individual,Low
CUST11298,Ali Zhang,Belarus,Individual,Low
CUST11299,Sarah Volkov,Iran,Individual,High
CUST11300,Sarah Miller,United States,Individual,Low
CUST11301,Sarah Mansour,Iran,Individual,Low
CUST11302,John Ivanov,Turkey,Individual,Moderate
CUST11303,Michael Khalil,Turkey,Individual,Low
CUST11304,Karim Smith,Russia,Business,Moderate
CUST11305,Jin Mansour,Belarus,Individual,Moderate
CUST11306,Ivan Hosseini,Iran,Individual,Low
CUST11307,John Petrov,Syria,Business,Low
CUST11308,James Miller,Belarus,Business,Low
CUST11309,Wei Al Rashid,United Kingdom,Individual,Low
CUST11310,Michael Wang,Belarus,Individual,Moderate
CUST11311,Ahmed Karimi,Syria,Individual,Low
CUST11312,David Davis,Turkey,Individual,Moderate
CUST11313,Wei Wang,Mexico,Individual,Low
CUST11314,Robert Brown,Russia,Individual,Low
CUST11315,Michael Sokolov,United Kingdom,Individual,Low
CUST11316,Mohammed Volkov,United Arab Emirates,Business,Low
CUST11317,Reza Volkov,United Kingdom,Individual,Moderate
CUST11318,David Sokolov,Belarus,Individual,Low
CUST11319,Jin Johnson,Mexico,Individual,Moderate
CUST11320,Robert Ivanov,Mexico,Individual,Low
CUST11321,Viktor Hosseini,Iran,Individual,Low
CUST11322,Viktor Sokolov,Iran,Individual,Low
CUST11323,Yousef Haddad,United Kingdom,Individual,Moderate
CUST11324,Ali Ivanov,India,Individual,Moderate
CUST11325,Viktor Brown,Nigeria,Business,Low
CUST11326,Sergei Miller,United States,Business,Low
CUST11327,Sarah Hosseini,United Kingdom,Individual,Low
CUST11328,Omar Al Rashid,Canada,Individual,Low
CUST11329,Yousef Mansour,Canada,Individual,Low
CUST11330,Wei Hosseini,United Arab Emirates,Individual,Low
CUST11331,John Petrov,Russia,Business,Low
CUST11332,Sergei Al Rashid,United States,Individual,Low
CUST11333,Karim Miller,Turkey,Individual,Moderate
CUST11334,Viktor Al Rashid,United Arab Emirates,Individual,Low
CUST11335,Robert Hosseini,Turkey,Business,Low
CUST11336,Ali Sokolov,United Arab Emirates,Individual,Low
CUST11337,Jin Volkov,United Arab Emirates,Individual,Low
CUST11338,Michael Davis,India,Individual,Moderate
CUST11339,Ali Haddad,Syria,Business,Low
CUST11340,Farid Khalil,United Kingdom,Individual,Moderate
CUST11341,Sergei Rahimi,Canada,Individual,Moderate
CUST11342,Sergei Brown,Syria,Individual,Low
CUST11343,Robert Karimi,Russia,Individual,Low
CUST11344,John Hosseini,India,Individual,Low
CUST11345,Ivan Davis,India,Individual,Moderate
CUST11346,James Mansour,Nigeria,Individual,Moderate
CUST11347,John Khalil,Iran,Individual,Low
CUST11348,Yousef Haddad,Iran,Business,Moderate
CUST11349,Robert Nouri,Canada,Individual,Low
CUST11350,Omar Haddad,Syria,Individual,Low
CUST11351,Omar Sokolov,Iran,Business,Moderate
CUST11352,Samir Miller,Mexico,Individual,Low
CUST11353,Samir Hosseini,Syria,Individual,Moderate
CUST11354,Hassan Wang,Syria,Individual,Moderate
CUST11355,Sarah Ivanov,United States,Individual,Low
CUST11356,Nikolai Sokolov,Nigeria,Individual,Low
CUST11357,Sergei Rahimi,Belarus,Individual,Low
CUST11358,Ivan Davis,Syria,Individual,Moderate
CUST11359,Jin Petrov,Turkey,Individual,Low
CUST11360,John Johnson,Mexico,Individual,Low
CUST11361,Mohammed Khalil,Nigeria,Individual,Low
CUST11362,Yousef Karimi,Russia,Individual,High
CUST11363,Ivan Haddad,Russia,Individual,Low
CUST11364,Michael Johnson,United States,Individual,Low
CUST11365,Samir Petrov,Nigeria,Individual,Low
CUST11366,Samir Zhang,Turkey,Individual,Low
CUST11367,Mohammed Hosseini,Iran,Individual,Moderate
CUST11368,Farid Brown,Russia,Individual,Low
CUST11369,Ahmed Volkov,Turkey,Individual,Low
CUST11370,Hassan Nouri,Turkey,Individual,Low
CUST11371,Sergei Al Rashid,Syria,Individual,Moderate
CUST11372,Wei Al Rashid,Russia,Individual,Moderate
CUST11373,Ahmed Brown,Canada,Individual,Moderate
CUST11374,Ali Sokolov,United Kingdom,Business,High
CUST11375,Mohammed Petrov,Syria,Individual,Moderate
CUST11376,Ahmed Davis,Syria,Individual,High
CUST11377,Ahmed Wang,Nigeria,Individual,Low
CUST11378,Omar Mansour,Russia,Individual,High
CUST11379,Farid Sokolov,Belarus,Individual,Moderate
CUST11380,Ahmed Sokolov,United Kingdom,Business,Low
CUST11381,Viktor Karimi,Turkey,Individual,High
CUST11382,Karim Brown,Russia,Business,Low
CUST11383,Reza Hosseini,United States,Individual,Moderate
CUST11384,Sergei Brown,Russia,Business,Moderate
CUST11385,Viktor Johnson,Mexico,Individual,Moderate
CUST11386,Samir Smith,Iran,Individual,High
CUST11387,Wei Zhang,Canada,Individual,Low
CUST11388,Karim Miller,Russia,Individual,Moderate
CUST11389,Michael Wang,United States,Individual,Moderate
CUST11390,Robert Davis,Syria,Individual,Low
CUST11391,Sarah Haddad,Mexico,Business,Low
CUST11392,Omar Volkov,Russia,Individual,Low
CUST11393,Reza Sokolov,Syria,Individual,Low
CUST11394,Samir Petrov,United Arab Emirates,Individual,Low
CUST11395,Farid Khalil,India,Business,Moderate
CUST11396,Omar Davis,Mexico,Individual,Low
CUST11397,Wei Petrov,Nigeria,Individual,Low
CUST11398,Viktor Smith,Russia,Business,Moderate
CUST11399,Farid Brown,India,Individual,High
CUST11400,Robert Davis,Syria,Individual,Moderate
CUST11401,Reza Sokolov,United Kingdom,Individual,Moderate
CUST11402,Sergei Smith,Nigeria,Individual,Moderate
CUST11403,Ahmed Khalil,India,Individual,Low
CUST11404,John Sokolov,Mexico,Individual,Low
CUST11405,Viktor Davis,United States,Individual,Moderate
CUST11406,Ali Khalil,Russia,Individual,High
CUST11407,Mohammed Al Rashid,Nigeria,Individual,Low
CUST11408,Jin Nouri,Mexico,Individual,High
CUST11409,Ahmed Karimi,Nigeria,Individual,Moderate
CUST11410,Nikolai Davis,Nigeria,Individual,Low
CUST11411,Karim Khalil,Russia,Individual,Low
CUST11412,Samir Karimi,Iran,Individual,Moderate
CUST11413,Sarah Zhang,Turkey,Individual,Low
CUST11414,Ali Hosseini,Turkey,Individual,Low
CUST11415,James Rahimi,United Kingdom,Individual,Moderate
CUST11416,Wei Ivanov,United Arab Emirates,Individual,High
CUST11417,Omar Mansour,United Arab Emirates,Individual,Low
CUST11418,Hassan Volkov,Syria,Individual,Low
CUST11419,Ivan Brown,Russia,Individual,Moderate
CUST11420,Ali Petrov,Belarus,Individual,High
CUST11421,Michael Davis,Belarus,Individual,Low
CUST11422,Sarah Rahimi,Turkey,Individual,Low
CUST11423,John Rahimi,Russia,Individual,Moderate
CUST11424,Michael Khalil,Syria,Individual,Low
CUST11425,Samir Mansour,Mexico,Business,Low
CUST11426,Omar Nouri,Belarus,Individual,Low
CUST11427,Sarah Zhang,United Arab Emirates,Individual,High
CUST11428,Ahmed Smith,United Kingdom,Business,Moderate
CUST11429,Sarah Sokolov,Belarus,Individual,High
CUST11430,Yousef Rahimi,United Arab Emirates,Business,Low
CUST11431,Wei Zhang,Belarus,Individual,Low
CUST11432,Ahmed Volkov,Iran,Individual,High
CUST11433,Nikolai Smith,Nigeria,Individual,Low
CUST11434,Ahmed Al Rashid,Belarus,Business,Low
CUST11435,Omar Miller,Iran,Individual,High
CUST11436,Wei Miller,Turkey,Individual,Moderate
CUST11437,Ahmed Haddad,Turkey,Individual,Low
CUST11438,Ahmed Ivanov,Nigeria,Business,Moderate
CUST11439,James Mansour,Russia,Individual,Low
CUST11440,Mohammed Petrov,India,Individual,Low
CUST11441,Reza Petrov,India,Business,Low
CUST11442,Ivan Sokolov,Nigeria,Business,Low
CUST11443,Michael Johnson,United Arab Emirates,Individual,Low
CUST11444,Reza Zhang,United States,Individual,High
CUST11445,Yousef Volkov,Russia,Individual,Moderate
CUST11446,Nikolai Karimi,United Kingdom,Individual,Low
CUST11447,Ali Wang,United States,Individual,Low
CUST11448,Karim Karimi,United States,Individual,Low
CUST11449,Reza Miller,United Arab Emirates,Business,Moderate
CUST11450,Michael Smith,Canada,Individual,Moderate
CUST11451,Sergei Haddad,Turkey,Individual,Low
CUST11452,Viktor Brown,Nigeria,Individual,Low
CUST11453,Jin Miller,Mexico,Business,Low
CUST11454,Farid Karimi,Canada,Individual,High
CUST11455,Mohammed Karimi,India,Individual,Moderate
CUST11456,Sergei Karimi,Iran,Individual,Low
CUST11457,James Ivanov,Syria,Individual,Moderate
CUST11458,Ivan Brown,Iran,Individual,Moderate
CUST11459,Wei Karimi,Belarus,Individual,Low
CUST11460,Reza Zhang,Nigeria,Individual,Low
CUST11461,Farid Hosseini,Iran,Individual,Moderate
CUST11462,Nikolai Miller,Nigeria,Individual,Low
CUST11463,David Ivanov,United Arab Emirates,Individual,Moderate
CUST11464,Karim Smith,India,Individual,Low
CUST11465,Nikolai Rahimi,Syria,Individual,Moderate
CUST11466,Reza Petrov,Russia,Individual,Low
CUST11467,Reza Ivanov,Russia,Individual,High
CUST11468,Farid Wang,United Arab Emirates,Individual,Moderate
CUST11469,Reza Smith,Mexico,Individual,Low
CUST11470,Ali Nouri,India,Individual,Low
CUST11471,Hassan Brown,India,Individual,Moderate
CUST11472,Michael Brown,United States,Individual,Low
CUST11473,Ali Rahimi,Turkey,Business,Low
CUST11474,Hassan Wang,United Arab Emirates,Individual,Low
CUST11475,Sarah Haddad,Iran,Individual,Low
CUST11476,John Haddad,Belarus,Business,Moderate
CUST11477,John Karimi,Canada,Individual,Low
CUST11478,Reza Ivanov,Nigeria,Individual,High
CUST11479,Sarah Haddad,Iran,Individual,Low
CUST11480,Reza Miller,Russia,Individual,Low
CUST11481,Robert Sokolov,Nigeria,Individual,Low
CUST11482,Karim Mansour,United Arab Emirates,Individual,Moderate
CUST11483,Sergei Volkov,India,Individual,Low
CUST11484,Samir Haddad,Canada,Individual,Low
CUST11485,Viktor Miller,United Kingdom,Business,Moderate
CUST11486,Nikolai Ivanov,Canada,Individual,Low
CUST11487,Farid Al Rashid,Iran,Individual,High
CUST11488,James Davis,India,Individual,Low
CUST11489,Yousef Zhang,United States,Individual,Low
CUST11490,David Petrov,Russia,Individual,Low
CUST11491,Reza Hosseini,Nigeria,Individual,Moderate
CUST11492,Sergei Davis,Belarus,Business,High
CUST11493,Reza Haddad,Nigeria,Business,Low
CUST11494,Viktor Miller,Nigeria,Individual,Low
CUST11495,Michael Miller,Belarus,Individual,High
CUST11496,Jin Haddad,Mexico,Individual,Moderate
CUST11497,James Johnson,Belarus,Individual,Low
CUST11498,Ali Petrov,Syria,Individual,Moderate
CUST11499,Ali Haddad,Belarus,Individual,Moderate
CUST11500,Karim Karimi,Turkey,Individual,Moderate
CUST11501,Reza Al Rashid,United Arab Emirates,Individual,Low
CUST11502,Mohammed Rahimi,Canada,Individual,Low
CUST11503,Wei Al Rashid,Canada,Individual,Low
CUST11504,Ahmed Brown,Syria,Individual,High
CUST11505,Karim Brown,Turkey,Individual,Moderate
CUST11506,Sarah Davis,United Kingdom,Individual,Low
CUST11507,Jin Petrov,Mexico,Individual,Low
CUST11508,Karim Wang,United Arab Emirates,Individual,Moderate
CUST11509,Sergei Johnson,Russia,Individual,Moderate
CUST11510,James Ivanov,United Arab Emirates,Individual,Moderate
CUST11511,Reza Brown,Iran,Individual,Low
CUST11512,Ali Petrov,Mexico,Individual,High
CUST11513,Ivan Sokolov,United States,Individual,Low
CUST11514,Omar Zhang,Syria,Individual,Low
CUST11515,Ivan Miller,Belarus,Business,High
CUST11516,Sarah Johnson,India,Individual,Low
CUST11517,Karim Rahimi,Russia,Individual,Moderate
CUST11518,Samir Karimi,United Kingdom,Individual,Low
CUST11519,Ali Smith,United States,Individual,Low
CUST11520,Ivan Johnson,Belarus,Individual,Low
CUST11521,Reza Khalil,Syria,Individual,Low
CUST11522,Samir Zhang,Russia,Individual,Low
CUST11523,James Miller,Nigeria,Individual,Moderate
CUST11524,Farid Wang,Belarus,Individual,Moderate
CUST11525,Nikolai Sokolov,United States,Individual,Low
CUST11526,Sarah Brown,United Kingdom,Individual,Low
CUST11527,Ahmed Nouri,Russia,Individual,Moderate
CUST11528,Nikolai Rahimi,Canada,Individual,Low
CUST11529,Nikolai Sokolov,Mexico,Individual,Moderate
CUST11530,Yousef Ivanov,Canada,Individual,Moderate
CUST11531,Sarah Rahimi,Iran,Individual,Low
CUST11532,Ivan Davis,Iran,Individual,Low
CUST11533,Robert Smith,Turkey,Business,Low
CUST11534,David Sokolov,Canada,Individual,Moderate
CUST11535,Wei Petrov,Belarus,Individual,Moderate
CUST11536,Sergei Davis,United Arab Emirates,Business,Low
CUST11537,Yousef Al Rashid,Russia,Individual,Moderate
CUST11538,Hassan Haddad,Belarus,Business,High
CUST11539,Wei Davis,United Arab Emirates,Individual,Low
CUST11540,Jin Brown,United Arab Emirates,Business,Low
CUST11541,Jin Petrov,Russia,Individual,Low
CUST11542,Farid Haddad,Iran,Individual,Low
CUST11543,Yousef Johnson,Turkey,Individual,Low
CUST11544,Reza Sokolov,Canada,Individual,Low
CUST11545,Robert Miller,Belarus,Individual,Low
CUST11546,Omar Al Rashid,Nigeria,Individual,Low
CUST11547,Yousef Ivanov,Mexico,Individual,Moderate
CUST11548,James Sokolov,Russia,Individual,Low
CUST11549,Ivan Miller,Syria,Individual,Low
CUST11550,Samir Brown,United Kingdom,Individual,High
CUST11551,Farid Haddad,Belarus,Individual,Low
CUST11552,Ivan Haddad,Nigeria,Individual,Low
CUST11553,Michael Miller,Belarus,Business,Low
CUST11554,Jin Khalil,United States,Individual,Moderate
CUST11555,John Ivanov,India,Individual,Low
CUST11556,Farid Ivanov,India,Business,Moderate
CUST11557,Ali Al Rashid,India,Individual,Low
CUST11558,Jin Karimi,United Arab Emirates,Individual,Low
CUST11559,Nikolai Khalil,Belarus,Individual,Low
CUST11560,Ali Sokolov,Russia,Individual,Low
CUST11561,Ivan Johnson,Belarus,Individual,Low
CUST11562,Omar Hosseini,Belarus,Individual,High
CUST11563,Ali Smith,Syria,Individual,Low
CUST11564,Ivan Ivanov,United Kingdom,Individual,Moderate
CUST11565,David Nouri,Mexico,Business,Moderate
CUST11566,Samir Volkov,Turkey,Business,Moderate
CUST11567,Karim Davis,Belarus,Individual,Moderate
CUST11568,Reza Hosseini,Iran,Individual,High
CUST11569,David Karimi,Iran,Individual,Moderate
CUST11570,Karim Davis,United States,Individual,Moderate
CUST11571,Mohammed Haddad,Belarus,Individual,Moderate
CUST11572,Sergei Sokolov,United Arab Emirates,Business,Moderate
CUST11573,Sarah Volkov,Iran,Individual,Low
CUST11574,Nikolai Al Rashid,Mexico,Individual,Moderate
CUST11575,Hassan Sokolov,United Kingdom,Individual,Moderate
CUST11576,Nikolai Volkov,Mexico,Individual,Low
CUST11577,Wei Volkov,Russia,Individual,Moderate
CUST11578,Michael Nouri,United States,Individual,Low
CUST11579,Viktor Smith,United Arab Emirates,Individual,Low
