transaction_id,transaction_date,customer_id,counterparty_id,amount,channel,counterparty_name,country
PAY316293,2026-08-01,CUST10148,CP21173,4415.67,Card,Ahmed Sokolov,Nigeria
PAY316294,2026-07-13,CUST11665,CP20265,13848.22,P2P,Wei Hosseini,Canada
PAY316295,2026-05-30,CUST10921,CP23917,2366.97,Wire,Samir Brown,Nigeria
PAY316296,2026-04-16,CUST10863,CP25736,1813.02,Wire,Mohammed Wilson,United Kingdom
PAY316297,2026-09-06,CUST11203,CP20288,11320.07,ACH,Karim Zhang,Belarus
PAY316298,2026-08-04,CUST11715,CP26515,3748.41,Wire,Ali Hosseini,Mexico
PAY316299,2026-01-29,CUST10553,CP20247,9356.64,P2P,Karim Haddad,Mexico
PAY316300,2026-06-14,CUST10245,CP26605,2433.05,ACH,Ahmed Smith,United Kingdom
PAY316301,2026-03-20,CUST10843,CP20050,8469.46,Trade Payment,Wei Wilson,India
PAY316302,2026-07-25,CUST11654,CP21117,3025.94,ACH,Omar Lee,Syria
PAY316303,2026-09-23,CUST11583,CP26711,2835.06,P2P,Ahmed Karimi,Nigeria
PAY316304,2026-01-03,CUST10652,CP20753,7456.5,Wire,Farid Lee,Syria
PAY316305,2026-01-20,CUST11052,CP20323,1880.48,Card,Ali Brown,Canada
PAY316306,2026-08-30,CUST10412,CP27314,22203.85,Card,Farid Wilson,Iran
PAY316307,2026-07-24,CUST10186,CP20150,21240.61,P2P,Mark Hosseini,Mexico
PAY316308,2026-04-27,CUST10319,CP20755,4377.94,Trade Payment,Ali Khalil,Syria
PAY316309,2026-01-03,CUST10892,CP20903,1709.84,ACH,Ali Al Rashid,United Kingdom
PAY316310,2026-09-02,CUST11800,CP20004,4022.43,Wire,Samir Al Rashid,Iran
PAY316311,2026-02-28,CUST10414,CP25820,2809.49,ACH,Omar Hosseini,United Arab Emirates
PAY316312,2026-05-03,CUST11075,CP26439,10250.89,Wire,Wei Lee,Iran
PAY316313,2026-06-29,CUST10639,CP24250,3829.71,Card,Mark Sokolov,United Kingdom
PAY316314,2026-06-20,CUST11081,CP23698,9135.24,Wire,Jin Nouri,Iran
PAY316315,2026-05-09,CUST11246,CP21079,4596.22,ACH,Samir Haddad,Syria
PAY316316,2026-04-04,CUST11352,CP20939,9711.46,Trade Payment,Mark Smith,United Arab Emirates
PAY316317,2026-02-14,CUST10525,CP26029,20953.74,P2P,Sergei Khalil,United Arab Emirates
PAY316318,2026-06-07,CUST10478,CP20432,1678.37,P2P,Reza Petrov,India
PAY316319,2026-02-01,CUST11330,CP23845,14305.75,Wire,Ivan Lee,United Arab Emirates
PAY316320,2026-03-21,CUST10831,CP25740,25634.27,Card,Mohammed Lee,United States
PAY316321,2026-01-02,CUST11178,CP23849,12429.62,Card,Samir Nouri,Russia
PAY316322,2026-07-23,CUST11047,CP23280,7232.21,ACH,Hassan Petrov,Mexico
PAY316323,2026-05-19,CUST10440,CP22498,4273.03,Wire,Karim Wang,Iran
PAY316324,2026-05-24,CUST10621,CP26502,3288.14,Trade Payment,Anna Haddad,Iran
PAY316325,2026-08-04,CUST11452,CP27083,14609.08,Wire,Wei Petrov,United Kingdom
PAY316326,2026-06-28,CUST11636,CP20518,6272.51,Trade Payment,Reza Wang,India
PAY316327,2026-03-18,CUST10600,CP26003,24744.91,ACH,Omar Lee,India
PAY316328,2026-09-01,CUST10422,CP26632,12038.54,P2P,Anna Smith,United States
PAY316329,2026-02-16,CUST10536,CP20825,23428.54,P2P,Peter Karimi,United States
PAY316330,2026-06-21,CUST11176,CP25629,15493.87,Trade Payment,Ali Petrov,United Arab Emirates
PAY316331,2026-06-07,CUST10092,CP20570,18280.96,Wire,Yousef Ivanov,Iran
PAY316332,2026-06-27,CUST10032,CP21751,1444.09,Wire,Mark Hosseini,Mexico
PAY316333,2026-01-30,CUST11352,CP22618,9960.51,Wire,Sara Smith,Syria
PAY316334,2026-03-25,CUST10369,CP27198,10632.08,Trade Payment,Peter Mansour,India
PAY316335,2026-04-09,CUST11614,CP25725,6510.19,ACH,Sergei Lee,India
PAY316336,2026-02-06,CUST10139,CP22246,29524.26,Card,Jin Volkov,India
PAY316337,2026-08-24,CUST11392,CP24794,10326.93,Wire,Karim Nouri,Turkey
PAY316338,2026-07-25,CUST10759,CP22642,4473.91,P2P,Mohammed Haddad,Iran
PAY316339,2026-09-13,CUST11564,CP22421,3036.98,ACH,Reza Smith,United Kingdom
PAY316340,2026-07-15,CUST10883,CP27178,9262.72,Wire,Ivan Volkov,Belarus
PAY316341,2026-07-01,CUST11393,CP26135,5209.05,Wire,Ahmed Karimi,United Kingdom
PAY316342,2026-02-06,CUST10690,CP22285,6677.33,Wire,Samir Ivanov,Turkey
PAY316343,2026-05-15,CUST10033,CP23457,12106.6,Trade Payment,Ali Smith,India
PAY316344,2026-08-31,CUST10588,CP23025,29375.67,ACH,Reza Al Rashid,United States
PAY316345,2026-03-01,CUST11317,CP24783,15079.09,Trade Payment,Peter Wang,Turkey
PAY316346,2026-09-22,CUST11553,CP26207,11919.91,Wire,Anna Lee,Iran
PAY316347,2026-01-18,CUST10347,CP24209,3497.29,Wire,Peter Haddad,Canada
PAY316348,2026-02-15,CUST10259,CP21894,2104.62,P2P,Viktor Brown,United States
PAY316349,2026-06-24,CUST10895,CP25766,24036.47,ACH,Samir Lee,United States
PAY316350,2026-03-30,CUST11055,CP27016,3718.56,Wire,Omar Rahimi,United States
PAY316351,2026-08-06,CUST10820,CP26890,3504.96,Wire,Viktor Volkov,Canada
PAY316352,2026-06-04,CUST10818,CP21616,16018.63,P2P,Samir Mansour,Belarus
PAY316353,2026-05-03,CUST10034,CP22269,4016.34,P2P,Omar Hosseini,Turkey
PAY316354,2026-02-20,CUST11785,CP24966,190334.89,P2P,Viktor Ivanov,Russia
PAY316355,2026-09-22,CUST10267,CP23557,5240.42,Trade Payment,Omar Nouri,Syria
PAY316356,2026-02-25,CUST11169,CP26356,2122.3,P2P,Sergei Wilson,Syria
PAY316357,2026-08-07,CUST11225,CP24014,45918.93,Wire,Reza Wang,Belarus
PAY316358,2026-02-16,CUST10445,CP26518,232281.1,Trade Payment,John Karimi,Iran
PAY316359,2026-05-25,CUST11745,CP22732,18706.93,Wire,Sara Mansour,United Arab Emirates
PAY316360,2026-06-22,CUST10421,CP25632,4935.48,Wire,John Haddad,Belarus
PAY316361,2026-07-10,CUST11956,CP22907,7249.72,ACH,Karim Smith,Russia
PAY316362,2026-07-12,CUST10552,CP20896,29295.11,P2P,Samir Petrov,North Korea
PAY316363,2026-08-02,CUST11360,CP22317,17462.12,ACH,Omar Hosseini,Syria
PAY316364,2026-05-16,CUST10079,CP26331,8611.31,Card,Karim Haddad,United Arab Emirates
PAY316365,2026-04-05,CUST10728,CP27849,7331.04,Wire,Reza Karimi,Syria
PAY316366,2026-09-10,CUST11492,CP23144,23674.2,Wire,John Ivanov,Mexico
PAY316367,2026-05-02,CUST10252,CP26981,7503.78,Wire,Farid Nouri,India
PAY316368,2026-03-13,CUST11313,CP21128,36477.07,ACH,Ali Hosseini,Syria
PAY316369,2026-07-06,CUST10265,CP22631,13147.08,Trade Payment,Sara Karimi,Iran
PAY316370,2026-06-02,CUST11345,CP23412,3977.54,Wire,Mohammed Karimi,Nigeria
PAY316371,2026-07-02,CUST10770,CP26163,7096.91,Card,Mohammed Al Rashid,India
PAY316372,2026-08-12,CUST10017,CP24772,5482.0,Trade Payment,Omar Smith,United Kingdom
PAY316373,2026-08-08,CUST10122,CP24294,1714.79,ACH,Ahmed Petrov,India
PAY316374,2026-08-30,CUST11026,CP22247,9695.31,P2P,Peter Nouri,India
PAY316375,2026-07-21,CUST11170,CP26762,2962.81,ACH,Mark Wang,Belarus
PAY316376,2026-05-28,CUST11852,CP21764,4208.69,Wire,Peter Smith,Iran
PAY316377,2026-08-08,CUST11954,CP22162,2683.05,Wire,Hassan Smith,Turkey
PAY316378,2026-01-18,CUST10850,CP22159,13556.07,Trade Payment,Ivan Smith,United Arab Emirates
PAY316379,2026-02-19,CUST11006,CP20866,3016.97,Card,Karim Petrov,United States
PAY316380,2026-01-18,CUST11533,CP26804,15268.86,Trade Payment,Nikolai Haddad,Mexico
PAY316381,2026-09-30,CUST11042,CP22126,1517.21,Card,Yousef Karimi,Mexico
PAY316382,2026-03-26,CUST10140,CP23711,6169.31,Card,Peter Ivanov,Syria
PAY316383,2026-07-18,CUST10707,CP26576,18340.18,ACH,Karim Hosseini,Russia
PAY316384,2026-05-10,CUST11902,CP21913,2638.42,Card,Mohammed Sokolov,India
PAY316385,2026-01-31,CUST11462,CP23370,10047.51,Wire,Anna Lee,Iran
PAY316386,2026-07-03,CUST10964,CP20025,31370.9,ACH,Sara Nouri,Russia
PAY316387,2026-04-29,CUST10198,CP25775,3821.42,ACH,Mark Smith,Iran
PAY316388,2026-05-07,CUST11233,CP21953,49815.75,Wire,John Sokolov,Canada
PAY316389,2026-07-06,CUST10281,CP27304,19201.22,ACH,Hassan Haddad,United Kingdom
PAY316390,2026-06-07,CUST11663,CP27956,9680.5,Trade Payment,Ivan Sokolov,Belarus
PAY316391,2026-05-29,CUST10975,CP26643,12913.97,ACH,Ali Volkov,Canada
PAY316392,2026-05-19,CUST10228,CP25064,4867.63,Trade Payment,Peter Al Rashid,Turkey
PAY316393,2026-08-21,CUST11847,CP24679,100383.6,Trade Payment,Peter Rahimi,United Kingdom
PAY316394,2026-03-03,CUST10979,CP24753,4624.78,Wire,Sara Mansour,Canada
PAY316395,2026-08-29,CUST11553,CP23522,21042.11,Wire,Mohammed Volkov,Belarus
PAY316396,2026-02-11,CUST10501,CP20128,1629.12,P2P,Omar Zhang,Iran
PAY316397,2026-06-01,CUST11579,CP26305,8294.04,Wire,Sara Wang,Syria
PAY316398,2026-01-25,CUST10056,CP25321,2842.45,Card,Yousef Brown,Canada
PAY316399,2026-03-21,CUST11489,CP20159,2719.29,Card,Omar Brown,Iran
PAY316400,2026-03-10,CUST11607,CP20673,6158.45,Trade Payment,Ali Lee,United Kingdom
PAY316401,2026-02-06,CUST10048,CP20222,6760.3,Card,Nikolai Wilson,Iran
PAY316402,2026-07-08,CUST10161,CP20923,7305.93,P2P,Wei Hosseini,Iran
PAY316403,2026-05-20,CUST11292,CP24914,4406.58,Wire,Ahmed Brown,Mexico
PAY316404,2026-01-27,CUST11693,CP21167,1790.14,Card,Samir Khalil,India
PAY316405,2026-04-19,CUST10155,CP25206,20873.05,Wire,Peter Haddad,Iran
PAY316406,2026-06-12,CUST11959,CP24006,2443.2,Wire,Sara Mansour,Belarus
PAY316407,2026-04-05,CUST10604,CP21495,12841.21,Wire,Viktor Wilson,United Arab Emirates
PAY316408,2026-02-04,CUST11181,CP23391,5409.69,Wire,Reza Smith,Iran
PAY316409,2026-01-31,CUST11166,CP21775,4794.42,Wire,Wei Rahimi,Turkey
PAY316410,2026-07-25,CUST11517,CP27349,9934.09,Trade Payment,Omar Nouri,Nigeria
PAY316411,2026-05-15,CUST10209,CP22472,65718.75,ACH,Ali Karimi,United Kingdom
PAY316412,2026-04-30,CUST11594,CP23374,1797.3,P2P,Karim Mansour,United Arab Emirates
PAY316413,2026-09-10,CUST10421,CP27073,2815.7,Card,Ahmed Rahimi,Syria
PAY316414,2026-06-02,CUST10689,CP21262,19861.92,Trade Payment,Sergei Volkov,Syria
PAY316415,2026-05-21,CUST11979,CP21668,485.54,Wire,Wei Rahimi,United States
PAY316416,2026-06-12,CUST10665,CP20932,2378.61,ACH,Ali Rahimi,Syria
PAY316417,2026-01-27,CUST10063,CP21551,2423.72,Wire,Ali Hosseini,Syria
PAY316418,2026-09-16,CUST10188,CP23532,3190.17,Wire,Viktor Rahimi,Turkey
PAY316419,2026-06-10,CUST11170,CP27865,2183.62,Wire,Yousef Petrov,Iran
PAY316420,2026-07-11,CUST11677,CP26807,1694.07,P2P,Samir Hosseini,India
PAY316421,2026-03-07,CUST11692,CP22817,1385.66,Wire,Sergei Wilson,Syria
PAY316422,2026-07-02,CUST11879,CP21772,2928.28,ACH,Karim Mansour,Mexico
PAY316423,2026-08-05,CUST10734,CP23681,3500.85,ACH,Nikolai Wang,United Kingdom
PAY316424,2026-05-17,CUST11387,CP25687,5680.46,Card,Mark Ivanov,United States
PAY316425,2026-05-23,CUST10698,CP26808,8631.56,Card,Ivan Karimi,United States
PAY316426,2026-06-25,CUST11098,CP21149,7443.31,ACH,Nikolai Khalil,Mexico
PAY316427,2026-06-19,CUST10659,CP22262,24556.64,Card,Ali Zhang,Russia
PAY316428,2026-09-21,CUST10641,CP25640,20990.31,Wire,Sergei Sokolov,Iran
PAY316429,2026-01-24,CUST10435,CP26027,3456.59,P2P,Peter Petrov,Iran
PAY316430,2026-02-21,CUST11228,CP26928,20580.21,P2P,Reza Petrov,United Arab Emirates
PAY316431,2026-07-25,CUST10783,CP27194,8371.5,Wire,Farid Volkov,Turkey
PAY316432,2026-09-29,CUST11469,CP21968,5528.47,ACH,Samir Volkov,Mexico
PAY316433,2026-09-27,CUST11506,CP27825,2263.39,P2P,Ivan Sokolov,Russia
PAY316434,2026-06-02,CUST11097,CP26608,17305.22,P2P,Samir Ivanov,Mexico
PAY316435,2026-04-27,CUST11804,CP21944,12170.22,Card,Sara Smith,Nigeria
PAY316436,2026-09-20,CUST11523,CP20840,4315.25,Trade Payment,John Karimi,United Arab Emirates
PAY316437,2026-07-06,CUST11271,CP20050,63516.69,Card,Wei Wilson,India
PAY316438,2026-01-30,CUST11253,CP26990,6033.18,Card,Ivan Nouri,United States
PAY316439,2026-05-31,CUST10099,CP27834,16378.84,ACH,Sara Haddad,United Arab Emirates
PAY316440,2026-05-13,CUST11364,CP23580,5231.91,ACH,Wei Rahimi,Russia
PAY316441,2026-07-27,CUST11607,CP20833,2572.47,Wire,Jin Al Rashid,Canada
PAY316442,2026-03-26,CUST10641,CP25579,2930.22,ACH,Mark Khalil,Canada
PAY316443,2026-05-10,CUST11125,CP26965,11081.79,Card,Wei Al Rashid,Iran
PAY316444,2026-09-28,CUST10467,CP20389,1619.97,P2P,Hassan Petrov,Iran
PAY316445,2026-05-08,CUST11407,CP26734,2467.7,Card,Farid Smith,United Kingdom
PAY316446,2026-04-25,CUST10555,CP26584,14240.97,ACH,Anna Hosseini,Syria
PAY316447,2026-04-05,CUST10980,CP22149,8102.94,P2P,Sergei Smith,Syria
PAY316448,2026-02-04,CUST11433,CP22634,17011.0,ACH,Sara Volkov,Syria
PAY316449,2026-05-19,CUST10386,CP25754,8220.77,Wire,Sergei Wilson,United Arab Emirates
PAY316450,2026-02-12,CUST10724,CP20879,10425.44,Wire,Anna Wilson,Belarus
PAY316451,2026-08-31,CUST11243,CP22494,1484.62,ACH,Nikolai Al Rashid,United States
PAY316452,2026-02-28,CUST10982,CP24900,2502.41,Wire,Nikolai Brown,Belarus
PAY316453,2026-04-17,CUST11119,CP26887,23699.98,Trade Payment,Reza Ivanov,Canada
PAY316454,2026-04-12,CUST10850,CP26908,8862.95,Card,Omar Wilson,United Arab Emirates
PAY316455,2026-05-14,CUST11594,CP23161,11445.93,Wire,Ivan Petrov,Canada
PAY316456,2026-02-14,CUST10906,CP24529,3846.79,Card,Wei Karimi,Nigeria
PAY316457,2026-08-21,CUST11170,CP27472,2544.9,Wire,Karim Haddad,Turkey
PAY316458,2026-01-19,CUST11397,CP21115,3141.55,Card,Viktor Zhang,United States
PAY316459,2026-02-13,CUST11656,CP23812,15065.42,Trade Payment,Mark Ivanov,Canada
PAY316460,2026-05-18,CUST10336,CP21846,13259.87,Trade Payment,Anna Nouri,United Kingdom
PAY316461,2026-03-13,CUST11525,CP25905,4277.25,P2P,Samir Wilson,Turkey
PAY316462,2026-09-09,CUST10972,CP24173,27856.94,Wire,Wei Wilson,India
PAY316463,2026-06-15,CUST10327,CP23838,21561.53,ACH,John Karimi,United Kingdom
PAY316464,2026-01-16,CUST10313,CP23006,2896.96,ACH,Peter Haddad,Belarus
PAY316465,2026-01-01,CUST10102,CP24152,8864.66,P2P,Yousef Nouri,Belarus
PAY316466,2026-04-12,CUST11084,CP22117,5155.1,P2P,Yousef Brown,United Arab Emirates
PAY316467,2026-03-23,CUST11555,CP21420,1247.79,P2P,Ahmed Zhang,Syria
PAY316468,2026-05-21,CUST11502,CP21039,10301.97,Wire,Karim Zhang,Iran
PAY316469,2026-04-03,CUST10195,CP24437,95154.18,P2P,Omar Zhang,United Arab Emirates
PAY316470,2026-02-16,CUST10870,CP25512,15332.23,Wire,Sara Wilson,United Arab Emirates
PAY316471,2026-04-12,CUST10764,CP27619,4104.07,ACH,Omar Wilson,Syria
PAY316472,2026-03-29,CUST10094,CP20923,19260.07,ACH,Wei Hosseini,Iran
PAY316473,2026-05-09,CUST10398,CP22875,4791.32,Card,Mark Ivanov,India
PAY316474,2026-02-22,CUST11739,CP25352,3221.69,Trade Payment,Wei Smith,Belarus
PAY316475,2026-07-20,CUST11006,CP21060,1049.58,P2P,Sara Smith,United States
PAY316476,2026-01-18,CUST10074,CP21935,3297.29,Trade Payment,Karim Mansour,Mexico
PAY316477,2026-07-26,CUST11780,CP23981,11015.45,Wire,Farid Khalil,Syria
PAY316478,2026-03-23,CUST10315,CP25166,1363.94,Trade Payment,Ahmed Haddad,Syria
PAY316479,2026-07-11,CUST10367,CP24564,4642.34,Wire,Peter Petrov,Mexico
PAY316480,2026-02-15,CUST10015,CP24262,5865.48,Wire,Ali Brown,Syria
PAY316481,2026-03-25,CUST11134,CP25557,13457.23,P2P,Karim Sokolov,United States
PAY316482,2026-01-22,CUST10044,CP23019,41436.06,Card,Mohammed Rahimi,United Arab Emirates
PAY316483,2026-03-11,CUST10685,CP20698,1525.77,Wire,Nikolai Haddad,Canada
PAY316484,2026-01-06,CUST10129,CP26109,3923.67,Card,Yousef Zhang,Iran
PAY316485,2026-01-10,CUST10967,CP26239,4955.36,ACH,Viktor Smith,Russia
PAY316486,2026-08-16,CUST10869,CP21286,5447.1,Wire,Anna Al Rashid,Belarus
PAY316487,2026-07-25,CUST10586,CP21631,2508.69,Card,Ahmed Brown,Russia
PAY316488,2026-04-27,CUST11296,CP26234,14416.73,Trade Payment,Samir Lee,United Arab Emirates
PAY316489,2026-01-07,CUST10287,CP21053,7857.64,Card,Samir Mansour,Russia
PAY316490,2026-07-04,CUST11747,CP23307,62557.96,Card,John Haddad,Canada
PAY316491,2026-01-24,CUST11327,CP27971,7452.33,P2P,Omar Al Rashid,Mexico
PAY316492,2026-08-11,CUST10613,CP21506,2507.04,Wire,Ivan Rahimi,United Arab Emirates
PAY316493,2026-08-26,CUST10823,CP21280,5506.52,Wire,Nikolai Mansour,North Korea
PAY316494,2026-08-28,CUST11108,CP23487,29727.55,ACH,Yousef Khalil,Mexico
PAY316495,2026-04-28,CUST10390,CP26478,14224.35,Wire,Reza Nouri,Russia
PAY316496,2026-01-05,CUST10288,CP26009,15275.03,Card,Karim Wilson,United Arab Emirates
PAY316497,2026-06-12,CUST11641,CP24289,2809.16,Card,Farid Zhang,Syria
PAY316498,2026-08-09,CUST11045,CP27303,2449.97,Card,Jin Lee,Syria
PAY316499,2026-02-28,CUST11773,CP25778,1734.48,ACH,Omar Haddad,Nigeria
PAY316500,2026-01-27,CUST11523,CP20519,12540.71,Card,Viktor Ivanov,United Kingdom
PAY316501,2026-08-03,CUST10482,CP22052,17828.94,P2P,Mohammed Volkov,United States
PAY316502,2026-03-02,CUST10171,CP20400,2031.77,P2P,Nikolai Wang,Belarus
PAY316503,2026-04-01,CUST10059,CP21171,4055.91,Trade Payment,Mohammed Brown,Syria
PAY316504,2026-03-27,CUST10366,CP24660,2354.71,Wire,Anna Ivanov,United Arab Emirates
PAY316505,2026-09-16,CUST10208,CP20625,1903.97,Card,Ahmed Haddad,Belarus
PAY316506,2026-05-25,CUST10685,CP20281,24413.45,Card,Wei Al Rashid,Russia
PAY316507,2026-08-31,CUST10063,CP22094,4355.48,ACH,Ahmed Volkov,United States
PAY316508,2026-08-02,CUST10338,CP20073,1881.69,ACH,Anna Al Rashid,United States
PAY316509,2026-04-19,CUST10659,CP27257,3917.84,Card,Jin Karimi,Mexico
PAY316510,2026-01-15,CUST11504,CP20110,13189.9,Wire,Peter Volkov,Turkey
PAY316511,2026-06-17,CUST10314,CP23900,15429.5,Card,Farid Brown,United States
PAY316512,2026-03-22,CUST10075,CP24850,7048.69,ACH,Hassan Rahimi,United Kingdom
PAY316513,2026-05-27,CUST11046,CP20584,3881.06,Trade Payment,Mohammed Nouri,United Kingdom
PAY316514,2026-06-18,CUST11912,CP26317,6170.2,Card,Anna Rahimi,United Arab Emirates
PAY316515,2026-02-23,CUST11658,CP27727,2183.85,Wire,Sergei Ivanov,Russia
PAY316516,2026-01-14,CUST11753,CP27649,10551.49,Trade Payment,Jin Rahimi,Syria
PAY316517,2026-03-09,CUST10471,CP23253,6153.2,Wire,Reza Zhang,Syria
PAY316518,2026-09-30,CUST11520,CP25957,15795.36,Trade Payment,Anna Wang,Mexico
PAY316519,2026-05-31,CUST10840,CP23144,12281.69,ACH,John Ivanov,Mexico
PAY316520,2026-09-02,CUST10108,CP22411,3144.07,ACH,Wei Mansour,Mexico
PAY316521,2026-09-20,CUST10865,CP24878,2306.42,Card,Mohammed Brown,Mexico
PAY316522,2026-01-11,CUST11313,CP25145,2523.08,Wire,Peter Rahimi,India
PAY316523,2026-04-27,CUST11845,CP23457,5452.05,ACH,Ali Smith,India
PAY316524,2026-09-17,CUST11123,CP22453,2927.39,Card,Samir Wilson,Turkey
PAY316525,2026-04-17,CUST11550,CP22752,3326.1,Trade Payment,Wei Al Rashid,United Arab Emirates
PAY316526,2026-03-02,CUST10838,CP25363,8632.39,Trade Payment,Karim Zhang,Canada
PAY316527,2026-01-05,CUST10893,CP22531,11213.61,Card,Peter Ivanov,United Arab Emirates
PAY316528,2026-03-15,CUST10940,CP20936,3407.52,ACH,John Lee,Turkey
PAY316529,2026-09-10,CUST11917,CP20105,8066.08,Wire,Ivan Lee,Nigeria
PAY316530,2026-03-24,CUST10344,CP24165,691.07,Card,Viktor Ivanov,Belarus
PAY316531,2026-09-27,CUST10012,CP24178,11274.75,Wire,Sergei Mansour,Canada
PAY316532,2026-09-21,CUST10690,CP23658,8359.7,Wire,Omar Lee,Turkey
PAY316533,2026-04-15,CUST11574,CP26987,7310.86,P2P,Anna Brown,Iran
PAY316534,2026-06-01,CUST10649,CP26908,3630.88,Wire,Omar Wilson,United Arab Emirates
PAY316535,2026-04-30,CUST10188,CP26963,4750.12,Wire,Viktor Haddad,United Kingdom
PAY316536,2026-08-21,CUST11652,CP23998,2784.82,P2P,Anna Wilson,Iran
PAY316537,2026-04-17,CUST11319,CP20202,2807.47,Trade Payment,Jin Hosseini,Belarus
PAY316538,2026-05-23,CUST11477,CP22942,32621.6,Card,Ahmed Petrov,United States
PAY316539,2026-08-10,CUST11925,CP24741,6917.84,Wire,Viktor Khalil,United States
PAY316540,2026-06-21,CUST11358,CP24957,10108.71,P2P,Sara Haddad,Mexico
PAY316541,2026-06-20,CUST10597,CP26705,55736.28,Wire,Anna Karimi,United States
PAY316542,2026-06-07,CUST10870,CP25047,2703.05,P2P,Ahmed Ivanov,United Kingdom
PAY316543,2026-07-09,CUST10529,CP21174,28251.75,P2P,Hassan Hosseini,India
PAY316544,2026-08-18,CUST11037,CP23862,8840.56,Card,Ahmed Sokolov,Iran
PAY316545,2026-02-15,CUST11888,CP26386,1788.0,Wire,Mohammed Sokolov,Turkey
PAY316546,2026-03-15,CUST11642,CP20930,12051.74,Trade Payment,Reza Al Rashid,Canada
PAY316547,2026-07-18,CUST11848,CP27633,3183.65,ACH,Ivan Hosseini,United States
PAY316548,2026-04-19,CUST10038,CP24999,6502.9,P2P,Sergei Khalil,Mexico
PAY316549,2026-01-12,CUST11314,CP20969,3013.09,Card,Farid Wilson,Nigeria
PAY316550,2026-09-25,CUST11797,CP23723,27409.34,Wire,Mark Haddad,Mexico
PAY316551,2026-01-22,CUST10030,CP25054,2611.51,Trade Payment,Samir Al Rashid,United Kingdom
PAY316552,2026-09-26,CUST10691,CP21903,6453.17,ACH,Anna Hosseini,Syria
PAY316553,2026-09-25,CUST10420,CP22478,1311.2,P2P,Sara Karimi,Turkey
PAY316554,2026-03-12,CUST11693,CP20120,23943.32,P2P,Mark Haddad,Mexico
PAY316555,2026-07-23,CUST11758,CP27102,11116.03,ACH,Hassan Lee,Turkey
PAY316556,2026-09-12,CUST11139,CP27283,1119.15,P2P,Wei Sokolov,Russia
PAY316557,2026-06-12,CUST10301,CP24480,1493.56,ACH,Mohammed Hosseini,Nigeria
PAY316558,2026-03-23,CUST10438,CP25287,3591.97,ACH,Yousef Smith,United States
PAY316559,2026-03-23,CUST10810,CP23626,18590.57,Wire,John Mansour,Mexico
PAY316560,2026-07-10,CUST10898,CP23135,42223.27,P2P,Anna Ivanov,Nigeria
PAY316561,2026-08-21,CUST10860,CP24150,20273.93,ACH,Ahmed Wilson,Mexico
PAY316562,2026-07-29,CUST11982,CP27802,1119.74,ACH,Jin Karimi,Russia
PAY316563,2026-03-06,CUST11823,CP24010,9311.9,Wire,Sergei Mansour,North Korea
PAY316564,2026-04-03,CUST10115,CP23456,2052.51,Trade Payment,Omar Wang,India
PAY316565,2026-09-17,CUST10693,CP25668,9599.34,Card,Viktor Sokolov,Iran
PAY316566,2026-07-08,CUST11237,CP20093,22940.96,ACH,Nikolai Lee,Nigeria
PAY316567,2026-01-02,CUST10917,CP27120,2477.04,Wire,John Smith,United Kingdom
PAY316568,2026-02-26,CUST11209,CP23051,1372.47,P2P,Farid Khalil,United Arab Emirates
PAY316569,2026-07-11,CUST11558,CP20166,6706.68,Wire,Karim Al Rashid,Russia
PAY316570,2026-05-08,CUST11205,CP27734,2953.61,Card,Karim Wilson,United Arab Emirates
PAY316571,2026-08-07,CUST10479,CP22889,7895.15,Wire,Anna Brown,Syria
PAY316572,2026-05-13,CUST11024,CP20511,3633.95,P2P,Jin Brown,United Arab Emirates
PAY316573,2026-02-07,CUST11537,CP26886,3480.45,P2P,Hassan Petrov,Nigeria
PAY316574,2026-08-20,CUST11570,CP23066,26621.95,ACH,Nikolai Wilson,United Arab Emirates
PAY316575,2026-08-21,CUST11998,CP22310,6011.4,ACH,Ivan Zhang,Nigeria
PAY316576,2026-05-21,CUST10140,CP24530,10989.88,Trade Payment,Hassan Wang,United Arab Emirates
PAY316577,2026-03-13,CUST10035,CP22903,3217.68,ACH,Viktor Lee,United States
PAY316578,2026-03-15,CUST11773,CP21438,6544.19,Wire,Samir Wilson,Canada
PAY316579,2026-04-10,CUST10844,CP20587,7599.37,ACH,Hassan Volkov,United Arab Emirates
PAY316580,2026-05-11,CUST10737,CP23088,15681.21,ACH,Samir Wang,United Kingdom
PAY316581,2026-09-28,CUST10072,CP20751,16152.63,Wire,Hassan Karimi,Iran
PAY316582,2026-08-18,CUST11011,CP20929,5623.51,ACH,Anna Nouri,Turkey
PAY316583,2026-06-19,CUST10983,CP24075,1834.63,ACH,Anna Hosseini,Iran
PAY316584,2026-06-14,CUST11407,CP25219,19975.09,ACH,Jin Lee,Turkey
PAY316585,2026-03-13,CUST10288,CP22056,15092.9,P2P,Jin Smith,Belarus
PAY316586,2026-08-19,CUST10264,CP25216,4362.4,P2P,Ali Lee,Belarus
PAY316587,2026-03-24,CUST10300,CP23409,12739.21,Trade Payment,Omar Smith,Canada
PAY316588,2026-05-20,CUST10798,CP24187,5783.1,Wire,Wei Lee,Iran
PAY316589,2026-06-12,CUST10162,CP24354,11747.17,ACH,John Nouri,Russia
PAY316590,2026-04-20,CUST11539,CP25851,9329.18,P2P,Karim Rahimi,India
PAY316591,2026-08-08,CUST10301,CP24293,344.28,Trade Payment,Peter Petrov,United Arab Emirates
